Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
02 Aragón;De 20 a 24 años;Ambos sexos;2012T3;39,50
02 Aragón;De 20 a 24 años;Ambos sexos;2012T2;35,53
02 Aragón;De 20 a 24 años;Ambos sexos;2012T1;33,00
02 Aragón;De 20 a 24 años;Ambos sexos;2011T4;31,34
02 Aragón;De 20 a 24 años;Ambos sexos;2011T3;31,99
02 Aragón;De 20 a 24 años;Ambos sexos;2011T2;38,17
02 Aragón;De 20 a 24 años;Ambos sexos;2011T1;39,80
02 Aragón;De 20 a 24 años;Ambos sexos;2010T4;30,16
02 Aragón;De 20 a 24 años;Ambos sexos;2010T3;29,62
02 Aragón;De 20 a 24 años;Ambos sexos;2010T2;28,32
02 Aragón;De 20 a 24 años;Ambos sexos;2010T1;26,42
02 Aragón;De 25 a 54 años;Ambos sexos;2020T3;10,51
02 Aragón;De 25 a 54 años;Ambos sexos;2020T2;11,47
02 Aragón;De 25 a 54 años;Ambos sexos;2020T1;10,54
02 Aragón;De 25 a 54 años;Ambos sexos;2019T4;9,12
02 Aragón;De 25 a 54 años;Ambos sexos;2019T3;8,45
02 Aragón;De 25 a 54 años;Ambos sexos;2019T2;8,54
02 Aragón;De 25 a 54 años;Ambos sexos;2019T1;9,78
02 Aragón;De 25 a 54 años;Ambos sexos;2018T4;10,18
02 Aragón;De 25 a 54 años;Ambos sexos;2018T3;8,69
02 Aragón;De 25 a 54 años;Ambos sexos;2018T2;8,83
02 Aragón;De 25 a 54 años;Ambos sexos;2018T1;10,64
02 Aragón;De 25 a 54 años;Ambos sexos;2017T4;10,85
02 Aragón;De 25 a 54 años;Ambos sexos;2017T3;9,70
02 Aragón;De 25 a 54 años;Ambos sexos;2017T2;10,24
02 Aragón;De 25 a 54 años;Ambos sexos;2017T1;12,79
02 Aragón;De 25 a 54 años;Ambos sexos;2016T4;12,33
02 Aragón;De 25 a 54 años;Ambos sexos;2016T3;13,78
02 Aragón;De 25 a 54 años;Ambos sexos;2016T2;14,62
02 Aragón;De 25 a 54 años;Ambos sexos;2016T1;15,28
02 Aragón;De 25 a 54 años;Ambos sexos;2015T4;14,50
02 Aragón;De 25 a 54 años;Ambos sexos;2015T3;14,45
02 Aragón;De 25 a 54 años;Ambos sexos;2015T2;16,21
02 Aragón;De 25 a 54 años;Ambos sexos;2015T1;18,02
02 Aragón;De 25 a 54 años;Ambos sexos;2014T4;17,35
02 Aragón;De 25 a 54 años;Ambos sexos;2014T3;16,71
02 Aragón;De 25 a 54 años;Ambos sexos;2014T2;18,98
02 Aragón;De 25 a 54 años;Ambos sexos;2014T1;21,74
02 Aragón;De 25 a 54 años;Ambos sexos;2013T4;19,01
02 Aragón;De 25 a 54 años;Ambos sexos;2013T3;18,91
02 Aragón;De 25 a 54 años;Ambos sexos;2013T2;21,16
02 Aragón;De 25 a 54 años;Ambos sexos;2013T1;20,94
02 Aragón;De 25 a 54 años;Ambos sexos;2012T4;17,53
02 Aragón;De 25 a 54 años;Ambos sexos;2012T3;17,52
02 Aragón;De 25 a 54 años;Ambos sexos;2012T2;18,20
02 Aragón;De 25 a 54 años;Ambos sexos;2012T1;18,25
02 Aragón;De 25 a 54 años;Ambos sexos;2011T4;16,18
02 Aragón;De 25 a 54 años;Ambos sexos;2011T3;14,91
02 Aragón;De 25 a 54 años;Ambos sexos;2011T2;16,33
02 Aragón;De 25 a 54 años;Ambos sexos;2011T1;17,44
02 Aragón;De 25 a 54 años;Ambos sexos;2010T4;15,77
02 Aragón;De 25 a 54 años;Ambos sexos;2010T3;12,62
02 Aragón;De 25 a 54 años;Ambos sexos;2010T2;13,65
02 Aragón;De 25 a 54 años;Ambos sexos;2010T1;15,16
02 Aragón;55 y más años;Ambos sexos;2020T3;10,04
02 Aragón;55 y más años;Ambos sexos;2020T2;7,99
02 Aragón;55 y más años;Ambos sexos;2020T1;8,13
02 Aragón;55 y más años;Ambos sexos;2019T4;8,78
02 Aragón;55 y más años;Ambos sexos;2019T3;8,13
02 Aragón;55 y más años;Ambos sexos;2019T2;9,13
02 Aragón;55 y más años;Ambos sexos;2019T1;7,45
02 Aragón;55 y más años;Ambos sexos;2018T4;9,28
02 Aragón;55 y más años;Ambos sexos;2018T3;9,52
02 Aragón;55 y más años;Ambos sexos;2018T2;9,73
02 Aragón;55 y más años;Ambos sexos;2018T1;8,76
02 Aragón;55 y más años;Ambos sexos;2017T4;8,72
02 Aragón;55 y más años;Ambos sexos;2017T3;7,51
02 Aragón;55 y más años;Ambos sexos;2017T2;8,53
02 Aragón;55 y más años;Ambos sexos;2017T1;7,73
02 Aragón;55 y más años;Ambos sexos;2016T4;9,51
02 Aragón;55 y más años;Ambos sexos;2016T3;10,54
02 Aragón;55 y más años;Ambos sexos;2016T2;10,32
02 Aragón;55 y más años;Ambos sexos;2016T1;9,44
02 Aragón;55 y más años;Ambos sexos;2015T4;8,03
02 Aragón;55 y más años;Ambos sexos;2015T3;7,69
02 Aragón;55 y más años;Ambos sexos;2015T2;9,64
02 Aragón;55 y más años;Ambos sexos;2015T1;10,45
02 Aragón;55 y más años;Ambos sexos;2014T4;13,13
02 Aragón;55 y más años;Ambos sexos;2014T3;12,50
02 Aragón;55 y más años;Ambos sexos;2014T2;16,85
02 Aragón;55 y más años;Ambos sexos;2014T1;15,07
02 Aragón;55 y más años;Ambos sexos;2013T4;15,73
02 Aragón;55 y más años;Ambos sexos;2013T3;12,67
02 Aragón;55 y más años;Ambos sexos;2013T2;12,13
02 Aragón;55 y más años;Ambos sexos;2013T1;17,26
02 Aragón;55 y más años;Ambos sexos;2012T4;12,30
02 Aragón;55 y más años;Ambos sexos;2012T3;12,09
02 Aragón;55 y más años;Ambos sexos;2012T2;10,91
02 Aragón;55 y más años;Ambos sexos;2012T1;9,20
02 Aragón;55 y más años;Ambos sexos;2011T4;11,31
02 Aragón;55 y más años;Ambos sexos;2011T3;9,44
02 Aragón;55 y más años;Ambos sexos;2011T2;9,64
02 Aragón;55 y más años;Ambos sexos;2011T1;7,85
02 Aragón;55 y más años;Ambos sexos;2010T4;9,47
02 Aragón;55 y más años;Ambos sexos;2010T3;9,28
02 Aragón;55 y más años;Ambos sexos;2010T2;9,12
02 Aragón;55 y más años;Ambos sexos;2010T1;5,47
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2020T3;40,00
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2020T2;36,01
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2020T1;29,31
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2019T4;30,55
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2019T3;28,40
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2019T2;26,23
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2019T1;29,59
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2018T4;27,47
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2018T3;35,06
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2018T2;44,58
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2018T1;41,91
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2017T4;46,41
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2017T3;33,78
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2017T2;36,81
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2017T1;31,37
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2016T4;35,00
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2016T3;47,02
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2016T2;57,18
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2016T1;52,13
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2015T4;45,22
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2015T3;34,17
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2015T2;44,88
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2015T1;44,04
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2014T4;45,52
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2014T3;39,63
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2014T2;47,14
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2014T1;47,67
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2013T4;47,93
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2013T3;53,68
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2013T2;54,93
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2013T1;63,57
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2012T4;53,26
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2012T3;46,30
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2012T2;44,12
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2012T1;52,55
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2011T4;51,70
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2011T3;49,54
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2011T2;47,25
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2011T1;45,38
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2010T4;43,56
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2010T3;31,50
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2010T2;33,53
03 Asturias, Principado de;Menores de 25 años;Ambos sexos;2010T1;40,67
03 Asturias, Principado de;25 y más años;Ambos sexos;2020T3;13,01
03 Asturias, Principado de;25 y más años;Ambos sexos;2020T2;13,66
03 Asturias, Principado de;25 y más años;Ambos sexos;2020T1;13,78
03 Asturias, Principado de;25 y más años;Ambos sexos;2019T4;12,39
03 Asturias, Principado de;25 y más años;Ambos sexos;2019T3;13,80
03 Asturias, Principado de;25 y más años;Ambos sexos;2019T2;13,65
03 Asturias, Principado de;25 y más años;Ambos sexos;2019T1;14,37
03 Asturias, Principado de;25 y más años;Ambos sexos;2018T4;12,28
03 Asturias, Principado de;25 y más años;Ambos sexos;2018T3;12,52
03 Asturias, Principado de;25 y más años;Ambos sexos;2018T2;11,85
03 Asturias, Principado de;25 y más años;Ambos sexos;2018T1;13,89
03 Asturias, Principado de;25 y más años;Ambos sexos;2017T4;13,37
03 Asturias, Principado de;25 y más años;Ambos sexos;2017T3;11,98
03 Asturias, Principado de;25 y más años;Ambos sexos;2017T2;11,98
03 Asturias, Principado de;25 y más años;Ambos sexos;2017T1;13,47
03 Asturias, Principado de;25 y más años;Ambos sexos;2016T4;13,62
03 Asturias, Principado de;25 y más años;Ambos sexos;2016T3;15,64
03 Asturias, Principado de;25 y más años;Ambos sexos;2016T2;17,45
03 Asturias, Principado de;25 y más años;Ambos sexos;2016T1;17,99
03 Asturias, Principado de;25 y más años;Ambos sexos;2015T4;19,18
03 Asturias, Principado de;25 y más años;Ambos sexos;2015T3;16,15
03 Asturias, Principado de;25 y más años;Ambos sexos;2015T2;19,05
03 Asturias, Principado de;25 y más años;Ambos sexos;2015T1;17,94
03 Asturias, Principado de;25 y más años;Ambos sexos;2014T4;19,56
03 Asturias, Principado de;25 y más años;Ambos sexos;2014T3;19,05
03 Asturias, Principado de;25 y más años;Ambos sexos;2014T2;19,86
03 Asturias, Principado de;25 y más años;Ambos sexos;2014T1;21,43
03 Asturias, Principado de;25 y más años;Ambos sexos;2013T4;20,92
03 Asturias, Principado de;25 y más años;Ambos sexos;2013T3;22,30
03 Asturias, Principado de;25 y más años;Ambos sexos;2013T2;23,06
03 Asturias, Principado de;25 y más años;Ambos sexos;2013T1;23,52
03 Asturias, Principado de;25 y más años;Ambos sexos;2012T4;22,34
03 Asturias, Principado de;25 y más años;Ambos sexos;2012T3;20,50
03 Asturias, Principado de;25 y más años;Ambos sexos;2012T2;19,87
03 Asturias, Principado de;25 y más años;Ambos sexos;2012T1;18,84
03 Asturias, Principado de;25 y más años;Ambos sexos;2011T4;16,96
03 Asturias, Principado de;25 y más años;Ambos sexos;2011T3;15,03
03 Asturias, Principado de;25 y más años;Ambos sexos;2011T2;15,45
03 Asturias, Principado de;25 y más años;Ambos sexos;2011T1;16,55
03 Asturias, Principado de;25 y más años;Ambos sexos;2010T4;14,96
03 Asturias, Principado de;25 y más años;Ambos sexos;2010T3;12,94
03 Asturias, Principado de;25 y más años;Ambos sexos;2010T2;15,28
03 Asturias, Principado de;25 y más años;Ambos sexos;2010T1;14,88
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2020T3;67,84
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2020T2;86,15
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2020T1;47,77
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2019T4;32,11
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2019T3;34,52
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2019T2;36,98
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2019T1;25,85
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2018T4;56,95
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2018T3;67,85
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2018T2;71,91
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2018T1;46,30
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2017T4;72,19
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2017T3;50,38
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2017T2;44,93
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2017T1;31,51
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2016T4;21,29
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2016T3;53,04
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2016T2;51,96
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2016T1;52,38
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2015T4;32,62
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2015T3;27,25
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2015T2;68,58
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2015T1;51,57
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2014T4;62,81
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2014T3;55,86
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2014T2;44,90
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2014T1;63,30
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2013T4;74,81
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2013T3;79,58
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2013T2;100,00
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2013T1;86,44
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2012T4;49,41
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2012T3;59,45
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2012T2;63,75
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2012T1;74,50
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2011T4;80,70
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2011T3;59,60
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2011T2;54,28
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2011T1;45,37
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2010T4;58,50
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2010T3;53,86
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2010T2;53,49
03 Asturias, Principado de;De 16 a 19 años;Ambos sexos;2010T1;50,11
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2020T3;36,39
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2020T2;31,60
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2020T1;27,35
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2019T4;30,35
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2019T3;27,17
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2019T2;24,55
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2019T1;29,99
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2018T4;24,17
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2018T3;31,18
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2018T2;40,69
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2018T1;41,26
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2017T4;40,64
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2017T3;31,04
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2017T2;35,48
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2017T1;31,34
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2016T4;37,86
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2016T3;45,95
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2016T2;58,08
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2016T1;52,09
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2015T4;47,12
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2015T3;35,77
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2015T2;40,61
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2015T1;42,86
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2014T4;42,32
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2014T3;36,92
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2014T2;47,40
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2014T1;46,24
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2013T4;44,81
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2013T3;49,64
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2013T2;49,60
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2013T1;61,60
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2012T4;53,47
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2012T3;45,30
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2012T2;42,24
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2012T1;50,89
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2011T4;48,58
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2011T3;47,72
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2011T2;46,03
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2011T1;45,38
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2010T4;40,54
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2010T3;26,89
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2010T2;30,40
03 Asturias, Principado de;De 20 a 24 años;Ambos sexos;2010T1;39,47
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2020T3;13,98
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2020T2;14,94
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2020T1;14,57
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2019T4;12,92
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2019T3;14,77
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2019T2;14,50
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2019T1;15,69
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2018T4;13,35
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2018T3;13,66
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2018T2;12,90
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2018T1;14,50
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2017T4;14,40
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2017T3;12,82
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2017T2;12,71
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2017T1;14,49
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2016T4;15,04
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2016T3;17,11
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2016T2;18,59
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2016T1;19,41
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2015T4;20,29
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2015T3;16,91
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2015T2;20,48
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2015T1;18,61
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2014T4;20,35
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2014T3;20,00
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2014T2;21,04
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2014T1;23,07
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2013T4;22,93
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2013T3;24,71
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2013T2;25,48
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2013T1;26,00
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2012T4;24,35
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2012T3;22,40
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2012T2;21,55
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2012T1;20,87
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2011T4;17,96
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2011T3;15,89
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2011T2;16,04
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2011T1;17,00
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2010T4;15,62
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2010T3;13,36
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2010T2;15,86
03 Asturias, Principado de;De 25 a 54 años;Ambos sexos;2010T1;15,58
03 Asturias, Principado de;55 y más años;Ambos sexos;2020T3;9,62
03 Asturias, Principado de;55 y más años;Ambos sexos;2020T2;9,29
03 Asturias, Principado de;55 y más años;Ambos sexos;2020T1;11,11
03 Asturias, Principado de;55 y más años;Ambos sexos;2019T4;10,44
03 Asturias, Principado de;55 y más años;Ambos sexos;2019T3;10,27
03 Asturias, Principado de;55 y más años;Ambos sexos;2019T2;10,55
03 Asturias, Principado de;55 y más años;Ambos sexos;2019T1;9,47
03 Asturias, Principado de;55 y más años;Ambos sexos;2018T4;8,30
03 Asturias, Principado de;55 y más años;Ambos sexos;2018T3;8,38
03 Asturias, Principado de;55 y más años;Ambos sexos;2018T2;7,94
03 Asturias, Principado de;55 y más años;Ambos sexos;2018T1;11,55
03 Asturias, Principado de;55 y más años;Ambos sexos;2017T4;9,37
03 Asturias, Principado de;55 y más años;Ambos sexos;2017T3;8,55
03 Asturias, Principado de;55 y más años;Ambos sexos;2017T2;8,90
03 Asturias, Principado de;55 y más años;Ambos sexos;2017T1;9,13
03 Asturias, Principado de;55 y más años;Ambos sexos;2016T4;7,09
03 Asturias, Principado de;55 y más años;Ambos sexos;2016T3;9,05
